Series Name;Series Code;Country Name;Country Code;1990 [YR1990];2000 [YR2000];2008 [YR2008];2009 [YR2009];2010 [YR2010];2011 [YR2011];2012 [YR2012];2013 [YR2013];2014 [YR2014];2015 [YR2015];2016 [YR2016];2017 [YR2017]
Final consumption expenditure, etc. (constant 2010 US$);NE.CON.TETC.KD;United States;USA;7,49758E+12;1,03691E+13;1,2605E+13;1,25249E+13;1,27244E+13;1,28875E+13;1,30174E+13;1,31148E+13;1,34107E+13;1,38481E+13;1,41865E+13;..
Final consumption expenditure, etc. (constant LCU);NE.CON.TETC.KN;United States;USA;7,49758E+12;1,03691E+13;1,2605E+13;1,25249E+13;1,27244E+13;1,28875E+13;1,30174E+13;1,31148E+13;1,34107E+13;1,38481E+13;1,41865E+13;..
Final consumption expenditure, etc. (current LCU);NE.CON.TETC.CN;United States;USA;4,77363E+12;8,23656E+12;1,23822E+13;1,2289E+13;1,27244E+13;1,32202E+13;1,35948E+13;1,38849E+13;1,43919E+13;1,49431E+13;1,54788E+13;..
Final consumption expenditure, etc. (current US$);NE.CON.TETC.CD;United States;USA;4,77363E+12;8,23656E+12;1,23822E+13;1,2289E+13;1,27244E+13;1,32202E+13;1,35948E+13;1,38849E+13;1,43919E+13;1,49431E+13;1,54788E+13;..
Firms competing against unregistered firms (% of firms);IC.FRM.CMPU.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Firms expected to give gifts in meetings with tax officials (% of firms);IC.TAX.GIFT.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Firms experiencing electrical outages (% of firms);IC.ELC.OUTG.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Firms experiencing losses due to theft and vandalism (% of firms);IC.FRM.THEV.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Firms formally registered when operations started (% of firms);IC.FRM.FREG.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Firms offering formal training (% of firms);IC.FRM.TRNG.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Firms that do not report all sales for tax purposes (% of firms);IC.FRM.INFM.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Firms that spend on R&D (% of firms);IC.FRM.RSDV.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Firms using banks to finance investment (% of firms);IC.FRM.BNKS.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Firms using banks to finance working capital (% of firms);IC.FRM.BKWC.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Firms visited or required meetings with tax officials (% of firms);IC.FRM.METG.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Firms with female participation in ownership (% of firms);IC.FRM.FEMO.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Firms with female top manager (% of firms);IC.FRM.FEMM.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Fish species, threatened;EN.FSH.THRD.NO;United States;USA;..;..;..;..;..;..;..;..;..;..;..;251
Fixed broadband subscriptions;IT.NET.BBND;United States;USA;..;7069874;77130000;79992000;84522000;88317000;92514000;96032000;97810000;102212000;106327000;..
Fixed broadband subscriptions (per 100 people);IT.NET.BBND.P2;United States;USA;..;2,507200635;25,42405841;26,13465459;27,38517984;28,39305905;29,52554777;30,43449694;30,7850862;31,94832236;33,00239939;..
Fixed telephone subscriptions;IT.MLT.MAIN;United States;USA;136114201;192513000;162763000;152873000;149652000;143319000;138595000;133233000;128495000;124848000;121530000;..
Fixed telephone subscriptions (per 100 people);IT.MLT.MAIN.P2;United States;USA;53,90022094;68,27119066;53,65092726;49,94603275;48,48733979;46,07566866;44,23215182;42,22425161;40,44299818;39,02363861;37,72119591;..
Food exports (% of merchandise exports);TX.VAL.FOOD.ZS.UN;United States;USA;11,15671497;7,362731584;9,511465053;10,24471571;9,830183063;10,03144342;10,18243462;10,2409533;10,44702058;10,1121599;10,75531221;..
Food imports (% of merchandise imports);TM.VAL.FOOD.ZS.UN;United States;USA;5,810510469;3,928063086;4,401203779;5,452287187;4,971763713;5,068441;4,931575365;5,175850687;5,548546097;5,852686339;6,154655715;..
Food production index (2004-2006 = 100);AG.PRD.FOOD.XD;United States;USA;77,92;95,98;107,4;109,62;109,98;108,81;107,8;113,18;116,19;..;..;..
Food, beverages and tobacco (% of value added in manufacturing);NV.MNF.FBTO.ZS.UN;United States;USA;12,36886492;13,01585402;14,22936727;..;15,73437839;15,16150149;..;..;..;..;..;..
Foreign direct investment, net (BoP, current US$);BN.KLT.DINV.CD;United States;USA;-11290000000;-1,62755E+11;2491000000;1,51514E+11;85789000000;1,73119E+11;1,26895E+11;1,04665E+11;1,01196E+11;-1,95024E+11;-1,67833E+11;..
Foreign direct investment, net inflows (% of GDP);BX.KLT.DINV.WD.GD.ZS;United States;USA;0,810925299;3,403728947;2,260638966;1,066584255;1,733076403;1,658791259;1,549619613;1,726212183;1,363669566;2,793272936;2,574112827;..
Foreign direct investment, net inflows (BoP, current US$);BX.KLT.DINV.CD.WD;United States;USA;48490000000;3,50066E+11;3,32734E+11;1,53788E+11;2,59344E+11;2,5741E+11;2,50345E+11;2,88131E+11;2,37655E+11;5,06161E+11;4,79415E+11;..
Foreign direct investment, net outflows (% of GDP);BM.KLT.DINV.WD.GD.ZS;United States;USA;1,002410032;1,81209533;2,334348513;2,167991251;2,337739265;2,813623418;2,335091585;2,353267231;1,944334418;1,717023954;1,672970647;..
Foreign direct investment, net outflows (BoP, current US$);BM.KLT.DINV.CD.WD;United States;USA;59940000000;1,8637E+11;3,43583E+11;3,12597E+11;3,49828E+11;4,36616E+11;3,7724E+11;3,92796E+11;3,38851E+11;3,11137E+11;3,11582E+11;..
Forest area (% of land area);AG.LND.FRST.ZS;United States;USA;33,02230821;33,13017359;33,57611217;33,66275955;33,74940694;33,77947006;33,80953318;33,8395963;33,86965942;33,89972254;..;..
Forest area (sq. km);AG.LND.FRST.K2;United States;USA;3024500;3035360;3071348;3079274;3087200;3089950;3092700;3095450;3098200;3100950;..;..
Forest rents (% of GDP);NY.GDP.FRST.RT.ZS;United States;USA;0,124880106;0,072389785;0,048894715;0,03656004;0,048513985;0,04929441;0,042574699;0,045517763;0,044199578;0,036280965;0,027968161;..
Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;United States;USA;86,43783832;85,88083054;84,96822169;84,15425372;84,15058807;83,71405277;83,45825352;82,94050969;82,93475023;82,77643717;..;..
Fuel exports (% of merchandise exports);TX.VAL.FUEL.ZS.UN;United States;USA;3,22313581;1,852973519;6,50615174;5,782033659;7,177320354;10,04272239;10,26601312;10,976168;11,15637361;8,171334688;7,715919554;..
Fuel imports (% of merchandise imports);TM.VAL.FUEL.ZS.UN;United States;USA;13,2568296;11,11756499;23,18235224;17,47731138;18,58810769;20,55163077;18,76124915;16,85690288;14,92077255;8,694301562;7,301082654;..
GDP (constant 2010 US$);NY.GDP.MKTP.KD;United States;USA;9,06441E+12;1,27131E+13;1,50115E+13;1,45948E+13;1,49644E+13;1,5204E+13;1,55422E+13;1,58029E+13;1,62089E+13;1,66727E+13;1,69203E+13;..
GDP (constant LCU);NY.GDP.MKTP.KN;United States;USA;9,06441E+12;1,27131E+13;1,50115E+13;1,45948E+13;1,49644E+13;1,5204E+13;1,55422E+13;1,58029E+13;1,62089E+13;1,66727E+13;1,69203E+13;..
GDP (current LCU);NY.GDP.MKTP.CN;United States;USA;5,97959E+12;1,02848E+13;1,47186E+13;1,44187E+13;1,49644E+13;1,55179E+13;1,61553E+13;1,66915E+13;1,74276E+13;1,81207E+13;1,86245E+13;..
GDP (current US$);NY.GDP.MKTP.CD;United States;USA;5,97959E+12;1,02848E+13;1,47186E+13;1,44187E+13;1,49644E+13;1,55179E+13;1,61553E+13;1,66915E+13;1,74276E+13;1,81207E+13;1,86245E+13;..
GDP deflator (base year varies by country);NY.GDP.DEFL.ZS;United States;USA;65,96774104;80,89933065;98,0487711;98,79338756;100;102,0646275;103,9447105;105,6234249;107,5190214;108,6849927;110,0715959;..
GDP deflator: linked series (base year varies by country);NY.GDP.DEFL.ZS.AD;United States;USA;65,96774104;80,89933065;98,0487711;98,79338756;100;102,0646275;103,9447105;105,6234249;107,5144556;108,6712258;110,1004175;..
GDP growth (annual %);NY.GDP.MKTP.KD.ZG;United States;USA;1,919370297;4,092176449;-0,291621459;-2,775529574;2,531920616;1,601454672;2,224030854;1,67733153;2,569193594;2,861587025;1,485279193;..
GDP per capita (constant 2010 US$);NY.GDP.PCAP.KD;United States;USA;36312,41418;45055,81792;49364,64455;47575,60856;48373,87882;48783,46859;49497,58585;49976,62877;50881,10686;51956,58347;52364,24402;..
GDP per capita (constant LCU);NY.GDP.PCAP.KN;United States;USA;36312,41418;45055,81792;49364,64455;47575,60856;48373,87882;48783,46859;49497,58585;49976,62877;50881,10686;51956,58347;52364,24402;..
GDP per capita (current LCU);NY.GDP.PCAP.CN;United States;USA;23954,47935;36449,85512;48401,42734;47001,55535;48373,87882;49790,66548;51450,1223;52787,02695;54706,8682;56469,00897;57638,15909;..
GDP per capita (current US$);NY.GDP.PCAP.CD;United States;USA;23954,47935;36449,85512;48401,42734;47001,55535;48373,87882;49790,66548;51450,1223;52787,02695;54706,8682;56469,00897;57638,15909;..
GDP per capita growth (annual %);NY.GDP.PCAP.KD.ZG;United States;USA;0,7745162;2,940291775;-1,230282169;-3,624124115;1,677898143;0,846716825;1,463850946;0,967810662;1,809802139;2,113705207;0,784617712;..
GDP per capita, PPP (constant 2011 international $);NY.GDP.PCAP.PP.KD;United States;USA;37062,13026;45986,05271;50383,84056;48557,86764;49372,6192;49790,66548;50519,52661;51008,45997;51931,61217;53029,29336;53445,37059;..
GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;United States;USA;23954,47935;36449,85512;48401,42734;47001,55535;48373,87882;49790,66548;51450,1223;52787,02695;54706,8682;56469,00897;57638,15909;..
GDP per person employed (constant 2011 PPP $);SL.GDP.PCAP.EM.KD;United States;USA;..;92141,45313;103762,1172;104651,8594;107880,9531;108672,4844;109145,9063;109761,0469;110433,6406;111580,2109;111587,1484;111056,2891
GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent);EG.GDP.PUSE.KO.PP.KD;United States;USA;4,830973224;5,70768646;6,728537574;6,881019744;6,894712764;7,084459652;7,354300889;7,389924861;7,464855921;7,797674976;..;..
GDP per unit of energy use (PPP $ per kg of oil equivalent);EG.GDP.PUSE.KO.PP;United States;USA;3,122417614;4,52407485;6,463795115;6,660478436;6,755242179;7,084459652;7,489770897;7,64759734;7,86378223;8,303466825;..;..
GDP, PPP (constant 2011 international $);NY.GDP.MKTP.PP.KD;United States;USA;9,25156E+12;1,29755E+13;1,53214E+13;1,48962E+13;1,52733E+13;1,55179E+13;1,5863E+13;1,61291E+13;1,65435E+13;1,70169E+13;1,72697E+13;..
GDP, PPP (current international $);NY.GDP.MKTP.PP.CD;United States;USA;5,97959E+12;1,02848E+13;1,47186E+13;1,44187E+13;1,49644E+13;1,55179E+13;1,61553E+13;1,66915E+13;1,74276E+13;1,81207E+13;1,86245E+13;..
GDP: linked series (current LCU);NY.GDP.MKTP.CN.AD;United States;USA;5,97959E+12;1,02848E+13;1,47186E+13;1,44187E+13;1,49644E+13;1,55179E+13;1,61553E+13;1,66915E+13;1,74269E+13;1,81184E+13;1,86294E+13;..
General government final consumption expenditure (% of GDP);NE.CON.GOVT.ZS;United States;USA;15,85383209;14,04184767;16,09234504;16,9367238;16,85476009;16,30927355;15,7481253;15,11981206;14,70477677;14,4078208;14,27201572;..
General government final consumption expenditure (annual % growth);NE.CON.GOVT.KD.ZG;United States;USA;2,756037473;1,53833444;2,533043706;3,746046798;0,114640838;-2,653594298;-0,879043502;-2,365451376;-0,473372317;1,332165395;0,968360184;..
General government final consumption expenditure (constant 2010 US$);NE.CON.GOVT.KD;United States;USA;1,83559E+12;2,06166E+12;2,42835E+12;2,51932E+12;2,52221E+12;2,45528E+12;2,4337E+12;2,37613E+12;2,36488E+12;2,39639E+12;2,41959E+12;..
General government final consumption expenditure (constant LCU);NE.CON.GOVT.KN;United States;USA;1,83559E+12;2,06166E+12;2,42835E+12;2,51932E+12;2,52221E+12;2,45528E+12;2,4337E+12;2,37613E+12;2,36488E+12;2,39639E+12;2,41959E+12;..
General government final consumption expenditure (current LCU);NE.CON.GOVT.CN;United States;USA;9,47994E+11;1,44417E+12;2,36857E+12;2,44206E+12;2,52221E+12;2,53086E+12;2,54415E+12;2,52373E+12;2,56269E+12;2,6108E+12;2,65809E+12;..
General government final consumption expenditure (current US$);NE.CON.GOVT.CD;United States;USA;9,47994E+11;1,44417E+12;2,36857E+12;2,44206E+12;2,52221E+12;2,53086E+12;2,54415E+12;2,52373E+12;2,56269E+12;2,6108E+12;2,65809E+12;..
GHG net emissions/removals by LUCF (Mt of CO2 equivalent);EN.CLC.GHGR.MT.CE;United States;USA;-846,5548779;-540,2599265;-1007,251509;-990,0617762;..;..;..;..;..;..;..;..
GINI index (World Bank estimate);SI.POV.GINI;United States;USA;..;40,4;..;..;40,4;..;..;41;..;..;..;..
GNI (constant 2010 US$);NY.GNP.MKTP.KD;United States;USA;9,08728E+12;1,27176E+13;1,51363E+13;1,47003E+13;1,51211E+13;1,53948E+13;1,5719E+13;1,5982E+13;1,63743E+13;1,68076E+13;1,70458E+13;..
GNI (constant LCU);NY.GNP.MKTP.KN;United States;USA;9,11685E+12;1,2759E+13;1,51856E+13;1,47482E+13;1,51703E+13;1,54449E+13;1,57701E+13;1,6034E+13;1,64276E+13;1,68623E+13;1,71012E+13;..
GNI (current LCU);NY.GNP.MKTP.CN;United States;USA;5,92292E+12;1,04213E+13;1,47912E+13;1,44945E+13;1,51211E+13;1,58029E+13;1,65961E+13;1,70737E+13;1,78921E+13;1,85811E+13;1,89687E+13;..
GNI (current US$);NY.GNP.MKTP.CD;United States;USA;5,92292E+12;1,04213E+13;1,47912E+13;1,44945E+13;1,51211E+13;1,58029E+13;1,65961E+13;1,70737E+13;1,78921E+13;1,85811E+13;1,89687E+13;..
GNI growth (annual %);NY.GNP.MKTP.KD.ZG;United States;USA;2,062606391;4,173721168;-0,004415925;-2,880453277;2,862543068;1,809550252;2,106077333;1,673327404;2,454363492;2,646229946;1,417102681;..
GNI per capita (constant 2010 US$);NY.GNP.PCAP.KD;United States;USA;36403,99932;45072,0053;49775,15563;47919,47212;48880,62495;49395,46824;50060,71384;50543,21626;51400,33935;52376,90156;52752,3978;..
GNI per capita (constant LCU);NY.GNP.PCAP.KN;United States;USA;36522,46716;45218,68103;49937,13661;48075,41423;49039,69489;49556,21361;50223,6241;50707,6967;51567,60908;52547,34927;52924,06747;..
GNI per capita (current LCU);NY.GNP.PCAP.CN;United States;USA;23727,47704;36933,54818;48640,2088;47248,38725;48880,62495;50705,02385;52854,04356;53995,73368;56164,86657;57903,83244;58703,49394;..
GNI per capita growth (annual %);NY.GNP.PCAP.KD.ZG;United States;USA;0,916143331;3,02093412;-0,945780405;-3,728132022;2,005766731;1,053266584;1,346774576;0,963834478;1,695822204;1,899913937;0,716911895;..
GNI per capita, Atlas method (current US$);NY.GNP.PCAP.CD;United States;USA;24150;36070;49330;48050;48950;50460;52540;53660;55350;56330;56850;..
GNI per capita, PPP (constant 2011 international $);NY.GNP.PCAP.PP.KD;United States;USA;37369,12959;46266,93876;51094,77739;49189,89663;50176,53121;50705,02385;51387,90622;51883,20058;52763,04741;53765,4999;54150,95117;..
GNI per capita, PPP (current international $);NY.GNP.PCAP.PP.CD;United States;USA;23730;36930;48640;47250;48880;50710;52850;54000;56160;57900;58700;..
GNI, Atlas method (current US$);NY.GNP.ATLS.CD;United States;USA;6,02953E+12;1,01785E+13;1,50024E+13;1,47406E+13;1,51431E+13;1,57273E+13;1,64959E+13;1,69674E+13;1,76331E+13;1,80757E+13;1,83698E+13;..
GNI, PPP (constant 2011 international $);NY.GNP.MKTP.PP.KD;United States;USA;9,32819E+12;1,30548E+13;1,55376E+13;1,50901E+13;1,5522E+13;1,58029E+13;1,61357E+13;1,64057E+13;1,68084E+13;1,72532E+13;1,74977E+13;..
GNI, PPP (current international $);NY.GNP.MKTP.PP.CD;United States;USA;5,92292E+12;1,04213E+13;1,47912E+13;1,44945E+13;1,51211E+13;1,58029E+13;1,65961E+13;1,70737E+13;1,78921E+13;1,85811E+13;1,89687E+13;..
Goods and services expense (% of expense);GC.XPN.GSRV.ZS;United States;USA;17,84550284;12,80392242;9,775043098;9,444338958;9,766710137;9,36906901;9,268214957;8,265228887;7,761669237;7,47600396;7,165407336;..
Goods and services expense (current LCU);GC.XPN.GSRV.CN;United States;USA;2,2942E+11;2,3529E+11;3,29217E+11;3,49669E+11;3,83292E+11;3,7083E+11;3,61217E+11;3,19837E+11;3,09649E+11;3,07221E+11;3,03364E+11;..
Goods exports (BoP, current US$);BX.GSR.MRCH.CD;United States;USA;3,87398E+11;7,84939E+11;1,30879E+12;1,07033E+12;1,29027E+12;1,49924E+12;1,56258E+12;1,592E+12;1,63399E+12;1,51076E+12;1,45571E+12;..
Goods imports (BoP, current US$);BM.GSR.MRCH.CD;United States;USA;4,9844E+11;1,23172E+12;2,14129E+12;1,58003E+12;1,93895E+12;2,23988E+12;2,30375E+12;2,29425E+12;2,38548E+12;2,27261E+12;2,20821E+12;..
Grants and other revenue (% of revenue);GC.REV.GOTR.ZS;United States;USA;7,183780996;5,704844353;4,779706112;7,65308124;8,496779406;7,892492338;7,257653342;9,821021583;7,895267056;6,954723963;6,425100882;..
Grants and other revenue (current LCU);GC.REV.GOTR.CN;United States;USA;77990000000;1,2033E+11;1,25071E+11;1,73624E+11;2,09808E+11;2,04967E+11;1,97578E+11;3,11117E+11;2,62155E+11;2,41429E+11;2,23772E+11;..
Grants, excluding technical cooperation (BoP, current US$);BX.GRT.EXTA.CD.WD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Gross capital formation (% of GDP);NE.GDI.TOTL.ZS;United States;USA;21,46999401;23,5689255;20,78624354;17,512933;18,39459751;18,54475592;19,35060635;19,76226007;20,14480587;20,42799748;19,68878586;..
Gross capital formation (annual % growth);NE.GDI.TOTL.KD.ZG;United States;USA;-1,022436103;5,929377594;-6,986297209;-16,89166567;9,549633227;2,873054236;6,927846767;3,955712702;4,306034052;4,597220056;-1,384280561;..
Gross capital formation (constant 2010 US$);NE.GDI.TOTL.KD;United States;USA;1,65774E+12;2,86878E+12;3,02338E+12;2,51268E+12;2,75264E+12;2,83172E+12;3,0279E+12;3,14767E+12;3,28321E+12;3,43415E+12;3,38661E+12;..
Gross capital formation (constant LCU);NE.GDI.TOTL.KN;United States;USA;1,65774E+12;2,86878E+12;3,02338E+12;2,51268E+12;2,75264E+12;2,83172E+12;3,0279E+12;3,14767E+12;3,28321E+12;3,43415E+12;3,38661E+12;..
Gross capital formation (current LCU);NE.GDI.TOTL.CN;United States;USA;1,28382E+12;2,42401E+12;3,05944E+12;2,52514E+12;2,75264E+12;2,87776E+12;3,12614E+12;3,29862E+12;3,51076E+12;3,7017E+12;3,66693E+12;..
Gross capital formation (current US$);NE.GDI.TOTL.CD;United States;USA;1,28382E+12;2,42401E+12;3,05944E+12;2,52514E+12;2,75264E+12;2,87776E+12;3,12614E+12;3,29862E+12;3,51076E+12;3,7017E+12;3,66693E+12;..
Gross domestic income (constant LCU);NY.GDY.TOTL.KN;United States;USA;9,06094E+12;1,27691E+13;1,49428E+13;1,46192E+13;1,49644E+13;1,51806E+13;1,55234E+13;1,58044E+13;1,62179E+13;1,6751E+13;1,70276E+13;..
Gross domestic savings (% of GDP);NY.GDS.TOTL.ZS;United States;USA;20,16798144;19,91503075;15,87363035;14,77041855;14,9687471;14,80717526;15,84919582;16,81462506;17,41922831;17,53604742;16,89010831;..
Gross domestic savings (current LCU);NY.GDS.TOTL.CN;United States;USA;1,20596E+12;2,04822E+12;2,33637E+12;2,12971E+12;2,23998E+12;2,29777E+12;2,56048E+12;2,80662E+12;3,03576E+12;3,17766E+12;3,14569E+12;..
Gross domestic savings (current US$);NY.GDS.TOTL.CD;United States;USA;1,20596E+12;2,04822E+12;2,33637E+12;2,12971E+12;2,23998E+12;2,29777E+12;2,56048E+12;2,80662E+12;3,03576E+12;3,17766E+12;3,14569E+12;..
